Feature,Block,Universe,Availability,Source,TemporalRule,Direction,Notes,PresentInTeamStore,PresentInHistoricalMatchups,PresentInStage2Matchups,InAnyCandidateSet,TargetDerivedPrior,RequiresFoldFittedPreprocessing
absdiff__detailed__clean__oppftmaderate_mean,detailed_efficiency,rich,common,detailed__clean__oppftmaderate_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__clean__oppftmaderate_median,detailed_efficiency,rich,common,detailed__clean__oppftmaderate_median,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__clean__orb_pct_ros,detailed_efficiency,rich,common,detailed__clean__orb_pct_ros,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__clean__orbpct_std,detailed_efficiency,rich,common,detailed__clean__orbpct_std,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__clean__pace_ros,detailed_efficiency,rich,common,detailed__clean__pace_ros,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__clean__tov_pct_ros,detailed_efficiency,rich,common,detailed__clean__tov_pct_ros,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__clean__tovpct_std,detailed_efficiency,rich,common,detailed__clean__tovpct_std,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__ewm_h10__efg,detailed_efficiency,rich,common,detailed__ewm_h10__efg,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__ewm_h10__oppefg,detailed_efficiency,rich,common,detailed__ewm_h10__oppefg,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__ewm_h20__efg,detailed_efficiency,rich,common,detailed__ewm_h20__efg,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__ewm_h20__oppefg,detailed_efficiency,rich,common,detailed__ewm_h20__oppefg,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__ewm_h5__efg,detailed_efficiency,rich,common,detailed__ewm_h5__efg,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__ewm_h5__oppefg,detailed_efficiency,rich,common,detailed__ewm_h5__oppefg,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__home__def_rtg_mean,detailed_efficiency,rich,common,detailed__home__def_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__home__net_rtg_mean,detailed_efficiency,rich,common,detailed__home__net_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__home__off_rtg_mean,detailed_efficiency,rich,common,detailed__home__off_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__home__pace_mean,detailed_efficiency,rich,common,detailed__home__pace_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last10__def_rtg_mean,detailed_efficiency,rich,common,detailed__last10__def_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last10__efg_mean,detailed_efficiency,rich,common,detailed__last10__efg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last10__ft_rate_mean,detailed_efficiency,rich,common,detailed__last10__ft_rate_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last10__net_rtg_mean,detailed_efficiency,rich,common,detailed__last10__net_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last10__off_rtg_mean,detailed_efficiency,rich,common,detailed__last10__off_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last10__opp_efg_mean,detailed_efficiency,rich,common,detailed__last10__opp_efg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last10__orb_pct_mean,detailed_efficiency,rich,common,detailed__last10__orb_pct_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last10__pace_mean,detailed_efficiency,rich,common,detailed__last10__pace_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last10__tov_pct_mean,detailed_efficiency,rich,common,detailed__last10__tov_pct_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last20__def_rtg_mean,detailed_efficiency,rich,common,detailed__last20__def_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last20__efg_mean,detailed_efficiency,rich,common,detailed__last20__efg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last20__ft_rate_mean,detailed_efficiency,rich,common,detailed__last20__ft_rate_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last20__net_rtg_mean,detailed_efficiency,rich,common,detailed__last20__net_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last20__off_rtg_mean,detailed_efficiency,rich,common,detailed__last20__off_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last20__opp_efg_mean,detailed_efficiency,rich,common,detailed__last20__opp_efg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last20__orb_pct_mean,detailed_efficiency,rich,common,detailed__last20__orb_pct_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last20__pace_mean,detailed_efficiency,rich,common,detailed__last20__pace_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last20__tov_pct_mean,detailed_efficiency,rich,common,detailed__last20__tov_pct_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last5__def_rtg_mean,detailed_efficiency,rich,common,detailed__last5__def_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last5__efg_mean,detailed_efficiency,rich,common,detailed__last5__efg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last5__ft_rate_mean,detailed_efficiency,rich,common,detailed__last5__ft_rate_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last5__net_rtg_mean,detailed_efficiency,rich,common,detailed__last5__net_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last5__off_rtg_mean,detailed_efficiency,rich,common,detailed__last5__off_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last5__opp_efg_mean,detailed_efficiency,rich,common,detailed__last5__opp_efg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last5__orb_pct_mean,detailed_efficiency,rich,common,detailed__last5__orb_pct_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last5__pace_mean,detailed_efficiency,rich,common,detailed__last5__pace_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__last5__tov_pct_mean,detailed_efficiency,rich,common,detailed__last5__tov_pct_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__neutral__def_rtg_mean,detailed_efficiency,rich,common,detailed__neutral__def_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__detailed__neutral__net_rtg_mean,detailed_efficiency,rich,common,detailed__neutral__net_rtg_mean,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
